,Collected,Exp_type,Exp_ID,Exp_FTP,Pltf_ID,Pltf_FTP,Sample_desc,Exp_desc,Sample_ID,Sample_FTP,Sample_ORG,Sample_acc,Source,Sample_class
GSM1206670,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV- blood donor 2, replicate 2 (dye flip)"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206670,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206670,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,M. tb in HIV- blood (donor P7) (channel 1) 7H9 broth-grown M. tb (reference) (channel 2),DRonA classified non-viable
GSM1206673,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV- blood donor 4, replicate 1"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206673,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206673,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,7H9 broth-grown M. tb (reference) (channel 1) M. tb in HIV- blood (donor P14) (channel 2),DRonA classified non-viable
GSM1206672,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV- blood donor 3, replicate 2 (dye flip)"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206672,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206672,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,M. tb in HIV- blood (donor P13) (channel 1) 7H9 broth-grown M. tb (reference) (channel 2),DRonA classified non-viable
GSM1206678,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV- blood donor 6, replicate 2 (dye flip)"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206678,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206678,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,M. tb in HIV- blood (donor P16) (channel 1) 7H9 broth-grown M. tb (reference) (channel 2),DRonA classified non-viable
GSM1206658,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV+ blood donor 2, replicate 2 (dye flip)"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206658,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206658,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,M. tb in HIV+ blood (donor H20) (channel 1) 7H9 broth-grown M. tb (reference) (channel 2),DRonA classified non-viable
GSM1206659,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV+ blood donor 3, replicate 1"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206659,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206659,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,7H9 broth-grown M. tb (reference) (channel 1) M. tb in HIV+ blood (donor H24) (channel 2),DRonA classified non-viable
GSM1206655,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV+ blood donor 1, replicate 1"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206655,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206655,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,7H9 broth-grown M. tb (reference) (channel 1) M. tb in HIV+ blood (donor H16) (channel 2),DRonA classified non-viable
GSM1206657,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV+ blood donor 2, replicate 1"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206657,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206657,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis,dnf,7H9 broth-grown M. tb (reference) (channel 1) M. tb in HIV+ blood (donor H20) (channel 2),DRonA classified non-viable
GSM1206676,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV- blood donor 5, replicate 2 (dye flip)"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206676,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206676,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis,dnf,M. tb in HIV- blood (donor P15) (channel 1) 7H9 broth-grown M. tb (reference) (channel 2),DRonA classified non-viable
GSM1214829,Y,Expression profiling by array,GSE50159,ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50159,GPL17617,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL17nnn/GPL17617, WT 140 mM NaCl Rep 4," Transcriptional Response of Mycobacterium tuberculosis CDC1551 to treatment with 140 mM NaCl for 1 hr
(Submitter supplied) To identify mediators of the osmotic stress response in Mycobacterium tuberculosis (Mtb), we performed transcriptional profiling of WT CDC1551 following treatment with 140 mM NaCl for 1 hr relative to an untreated control.  140 mM NaCl was chosen to reflect the approximate osmolarity of human plasma (i.e., 280 mOsm/L), which may be relevant during the course of infection.",GSM1214829,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1214nnn/GSM1214829,Mycobacterium tuberculosis,dnf,"Wild-type Mtb, 0 mM NaCl for 0 h (channel 1) Wild-type Mtb, 140 mM NaCl for 1 h (channel 2)",DRonA classified non-viable
GSM1214827,Y,Expression profiling by array,GSE50159,ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50159,GPL17617,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL17nnn/GPL17617, WT 140 mM NaCl Rep 2," Transcriptional Response of Mycobacterium tuberculosis CDC1551 to treatment with 140 mM NaCl for 1 hr
(Submitter supplied) To identify mediators of the osmotic stress response in Mycobacterium tuberculosis (Mtb), we performed transcriptional profiling of WT CDC1551 following treatment with 140 mM NaCl for 1 hr relative to an untreated control.  140 mM NaCl was chosen to reflect the approximate osmolarity of human plasma (i.e., 280 mOsm/L), which may be relevant during the course of infection.",GSM1214827,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1214nnn/GSM1214827,Mycobacterium tuberculosis,dnf,"Wild-type Mtb, 0 mM NaCl for 0 h (channel 1) Wild-type Mtb, 140 mM NaCl for 1 h (channel 2)",DRonA classified non-viable
GSM1214826,Y,Expression profiling by array,GSE50159,ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50159,GPL17617,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL17nnn/GPL17617, WT 140 mM NaCl Rep 1," Transcriptional Response of Mycobacterium tuberculosis CDC1551 to treatment with 140 mM NaCl for 1 hr
(Submitter supplied) To identify mediators of the osmotic stress response in Mycobacterium tuberculosis (Mtb), we performed transcriptional profiling of WT CDC1551 following treatment with 140 mM NaCl for 1 hr relative to an untreated control.  140 mM NaCl was chosen to reflect the approximate osmolarity of human plasma (i.e., 280 mOsm/L), which may be relevant during the course of infection.",GSM1214826,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1214nnn/GSM1214826,Mycobacterium tuberculosis,dnf,"Wild-type Mtb, 0 mM NaCl for 0 h (channel 1) Wild-type Mtb, 140 mM NaCl for 1 h (channel 2)",DRonA classified non-viable
GSM1214828,Y,Expression profiling by array,GSE50159,ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50159,GPL17617,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL17nnn/GPL17617, WT 140 mM NaCl Rep 3," Transcriptional Response of Mycobacterium tuberculosis CDC1551 to treatment with 140 mM NaCl for 1 hr
(Submitter supplied) To identify mediators of the osmotic stress response in Mycobacterium tuberculosis (Mtb), we performed transcriptional profiling of WT CDC1551 following treatment with 140 mM NaCl for 1 hr relative to an untreated control.  140 mM NaCl was chosen to reflect the approximate osmolarity of human plasma (i.e., 280 mOsm/L), which may be relevant during the course of infection.",GSM1214828,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1214nnn/GSM1214828,Mycobacterium tuberculosis,dnf,"Wild-type Mtb, 0 mM NaCl for 0 h (channel 1) Wild-type Mtb, 140 mM NaCl for 1 h (channel 2)",DRonA classified non-viable
GSM1214830,Y,Expression profiling by array,GSE50160,ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50160,GPL17618,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL17nnn/GPL17618, Rv0516c Tn 140 mM NaCl Rep 1," Transcriptional Response of Mycobacterium tuberculosis CDC1551 Rv0516c::Tn to treatment with 140 mM NaCl for 1 hr
(Submitter supplied) To characterize the role of Rv0516c in the osmotic stress response of Mycobacterium tuberculosis (Mtb), we performed transcriptional profiling of CDC1551 Rv0516c::Tn following treatment with 140 mM NaCl for 1 hr relative to an untreated control.",GSM1214830,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1214nnn/GSM1214830,Mycobacterium tuberculosis,dnf,"Rv0516c transposon mutant, 0 mM NaCl for 0 h (channel 1) Rv0516c transposon mutant, 140 mM NaCl for 1 h (channel 2)",DRonA classified non-viable
GSM1214831,Y,Expression profiling by array,GSE50160,ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50160,GPL17618,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL17nnn/GPL17618, Rv0516c Tn 140 mM NaCl Rep 2," Transcriptional Response of Mycobacterium tuberculosis CDC1551 Rv0516c::Tn to treatment with 140 mM NaCl for 1 hr
(Submitter supplied) To characterize the role of Rv0516c in the osmotic stress response of Mycobacterium tuberculosis (Mtb), we performed transcriptional profiling of CDC1551 Rv0516c::Tn following treatment with 140 mM NaCl for 1 hr relative to an untreated control.",GSM1214831,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1214nnn/GSM1214831,Mycobacterium tuberculosis,dnf,"Rv0516c transposon mutant, 0 mM NaCl for 0 h (channel 1) Rv0516c transposon mutant, 140 mM NaCl for 1 h (channel 2)",DRonA classified non-viable
GSM1214832,Y,Expression profiling by array,GSE50160,ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50160,GPL17618,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL17nnn/GPL17618, Rv0516c Tn 140 mM NaCl Rep 3," Transcriptional Response of Mycobacterium tuberculosis CDC1551 Rv0516c::Tn to treatment with 140 mM NaCl for 1 hr
(Submitter supplied) To characterize the role of Rv0516c in the osmotic stress response of Mycobacterium tuberculosis (Mtb), we performed transcriptional profiling of CDC1551 Rv0516c::Tn following treatment with 140 mM NaCl for 1 hr relative to an untreated control.",GSM1214832,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1214nnn/GSM1214832,Mycobacterium tuberculosis,dnf,"Rv0516c transposon mutant, 0 mM NaCl for 0 h (channel 1) Rv0516c transposon mutant, 140 mM NaCl for 1 h (channel 2)",DRonA classified non-viable
GSM1214833,Y,Expression profiling by array,GSE50160,ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50160,GPL17618,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL17nnn/GPL17618, Rv0516c Tn 140 mM NaCl Rep 4," Transcriptional Response of Mycobacterium tuberculosis CDC1551 Rv0516c::Tn to treatment with 140 mM NaCl for 1 hr
(Submitter supplied) To characterize the role of Rv0516c in the osmotic stress response of Mycobacterium tuberculosis (Mtb), we performed transcriptional profiling of CDC1551 Rv0516c::Tn following treatment with 140 mM NaCl for 1 hr relative to an untreated control.",GSM1214833,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1214nnn/GSM1214833,Mycobacterium tuberculosis,dnf,"Rv0516c transposon mutant, 0 mM NaCl for 0 h (channel 1) Rv0516c transposon mutant, 140 mM NaCl for 1 h (channel 2)",DRonA classified non-viable
